Kegg	SmNV.0016.BronchSup	SmNV.0016.BAL.L.untouched	COPD.0021.BronchSup	COPD.0021.BAL.R.untouched	SmNV.0023.BronchSup	SmNV.0023.BAL.R.Untouched	SmNV.0027.Oral	SmNV.0027.BAL.L.untouched	COPD.0030.BronchSup	COPD.0030.BAL.L.untouched	SmNV.0032.Oral	SmNV.0032.BAL.R.untouched	COPD.0035.BAL.L.untouched	COPD.0035.BronchSup	COPD.0036.Oral	COPD.0036.BAL.L.Untouched	SmNV.0038.Oral	SmNV.0038.Bronch	SmNV.0038.BAL.L.untouched	SmNV.0039.Oral	SmNV.0039.BAL.L.untouched	SmNV.0005.BronchSup	SmNV.0005.BAL.L.untouched	COPD.0003.Oral	COPD.0003.BAL.L.untouched	SmNV.0008.BronchSup	SmNV.0008.BAL.L.untouched	COPD.0007.BronchSup	COPD.0007.BAL.L.untouched	SmNV.0009.Oral	SmNV.0009.BAL.L.untouched	SmNV.0004.BronchSup	SmNV.0004.BAL.L.untouched	COPD.0026.BronchSup	COPD.0026.BAL.R.untouched	COPD.0002.Bronch	COPD.0002.BronchSup	COPD.0002.BALF.L.untouched	COPD.0041.BronchSup	COPD.0041.BAL.L.untouched
K17759|g__Prevotella.s__Prevotella_melaninogenica	2.923	0	6.578	0	805.429	0	50.381	0	35.816	0	7.99	0	6.525	18.897	12.409	0	78.905	0	0	40.865	0	2.923	0	0	0	0	0	140.979	0	47.486	0	0	0	63.312	0	0	590.638	8.041	0	0
K17759|unclassified	0	0	0	0	51.165	0	6.875	0	101.961	0	14.283	0	10.352	10.909	0	0	36.182	0	0	13.242	0	0	0	0	0	0	0	130.821	0	10.958	0	6.128	0	46.665	0	0	377.731	10.273	0	0
K17810	0	0	0	0	0	0	0	0	14.95	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0	0	10.052	0	0	0	0	0	15.921	0	0	0	0	0	0	47.78	0
K17810|unclassified	0	0	0	0	0	0	0	0	14.95	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0	0	10.052	0	0	0	0	0	15.921	0	0	0	0	0	0	47.78	0
K17828	15.6	0	89.819	0	1702.972	0	304.387	0	1129.1	73.564	464.832	0	86.656	254.311	135.256	0	1699.589	0	0	1444.075	0	134.434	0	125.034	0	221.135	0	2187.17	0	330.507	0	102.163	0	569.91	0	0	2999.835	64.309	192.589	0
K17828|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	20.412	0	0	0	25.735	0	9.007	0	0	5.148	2.572	0	0	0	0	23.161	0	6.321	0	0	0	11.578	0	28.311	0	2.574	0	0	0	0	0	0	73.923	0	0	0
K17828|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0	0	6.458	0	0	0	0	0	0	0	0	0	14.207	0	0	0	0	23.244	0	0	0	0	0	0	0	0	0	11.462	0	0	0	0	0	0	1.29	0	0	0
K17828|g__Prevotella.s__Prevotella_histicola	2.633	0	3.953	0	71.061	0	2.633	0	327.762	24.872	65.644	0	2.635	13.168	2.633	0	0	0	0	51.234	0	28.953	0	0	0	85.293	0	133.932	0	19.756	0	10.537	0	2.637	0	0	511.916	5.117	19.443	0
K17828|g__Prevotella.s__Prevotella_melaninogenica	9.221	0	6.586	0	696.187	0	60.584	0	25.031	1.316	7.903	0	9.161	14.449	9.223	0	49.947	0	0	44.639	0	0	0	0	0	0	0	134.091	0	35.444	0	0	0	67.955	0	0	496.423	0	0	0
K17828|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	6.312	0	6.31	0	7.576	0	0	0	0	0	3.788	0	0	0	0	20.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.732	0	1.263	0
K17828|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.535	0	34.127	0	0	1.267	0	0	0	0	0	0	0	5.068	0	1.267	0	0	0	0	0	0	0	0	0	0
K17828|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.779	0	0	11.404	0	2.535	0	0	0	0	0	1.267	0	0	0	0	0	0	0	0	0	0	3.657	0
K17828|g__Streptococcus.s__Streptococcus_infantis	0	0	2.545	0	25.436	0	19.079	0	16.538	0	2.545	0	4.939	34.074	2.545	0	182.874	0	0	22.759	0	2.545	0	7.632	0	0	0	53.371	0	12.718	0	0	0	21.52	0	0	15.262	2.543	0	0
K17828|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	33.827	0	21.007	0	17.553	0	47.714	12.347	18.67	0	25.089	29.617	8.798	0	770.189	0	0	88.139	0	22.44	0	0	0	0	0	87.358	0	19.763	0	1.195	0	129.769	0	0	121.553	13.765	17.649	0
K17828|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.069	0	0	1.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17828|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	5.068	0	24.043	0	35.361	0	50.534	11.383	101.15	0	11.332	42.788	12.666	0	168.112	0	0	172.065	0	2.535	0	45.398	0	59.534	0	309.777	0	39.036	0	20.029	0	31.258	0	0	151.96	3.801	11.389	0
K17828|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	27.257	0	27.254	0	0	0	29.65	0	0	2.435	39.645	0	47.079	0	0	572.472	0	2.478	0	44.527	0	17.342	0	103.898	0	12.39	0	17.23	0	0	0	0	27.055	7.342	45.969	0
K17828|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	11.396	0	0	0	0	0	5.066	0	5.07	0	51.698	0	0	16.477	0	0	0	2.535	0	0	0	10.138	0	3.802	0	0	0	0	0	0	3.797	0	0	0
K17828|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	2.535	0	0	0	0	0	0	0	0	1.267	0	0	3.801	0	0	5.068	0	0	0	0	0	0	0	2.533	0	0	0	0	0	0	0	0	37.696	0	0	0
K17828|g__Veillonella.s__Veillonella_atypica	3.745	0	23.315	0	226.741	0	29.839	0	248.544	21.149	102.208	0	14.98	31.06	4.905	0	85.937	0	0	155.987	0	32.455	0	0	0	3.742	0	530.953	0	24.91	0	24.575	0	59.522	0	0	584.282	9.988	44.754	0
K17828|g__Veillonella.s__Veillonella_dispar	0	0	9.844	0	52.206	0	14.921	0	18.649	0	22.376	0	0	6.153	11.191	0	65.82	0	0	50.972	0	3.599	0	0	0	16.168	0	404.714	0	14.925	0	2.399	0	8.562	0	0	35.291	1.17	28.384	0
K17828|g__Veillonella.s__Veillonella_parvula	0	0	0	0	108.344	0	32.447	0	23.717	2.497	42.2	0	0	11.234	7.324	0	27.298	0	0	49.875	0	2.497	0	24.943	0	8.736	0	17.263	0	48.684	0	3.742	0	53.369	0	0	215.834	2.497	7.352	0
K17828|unclassified	0	0	4.681	0	414.974	0	47.012	0	337.3	0	63.479	0	13.453	62.916	8.154	0	173.863	0	0	133.847	0	28.077	0	0	0	18.742	0	364.497	0	83.775	0	22.457	0	195.319	0	0	704.821	18.087	12.729	0
K17836	0	0	0	0	15.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.111	0	0	0	0	0	11.647	0	0	0	0	0	0	0	0	0	0	2.747	0	18.368	0
K17836|unclassified	0	0	0	0	15.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.111	0	0	0	0	0	11.647	0	0	0	0	0	0	0	0	0	0	2.747	0	18.368	0
K17865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.618	0	0	0
K17865|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.618	0	0	0
K17883	0	0	0	0	22.873	0	33.903	0	5.349	0	152.323	0	8.496	25.845	90.29	0	162.744	0	0	451.593	0	2.329	0	56.977	0	54.267	0	192.488	0	59.841	0	0	0	0.765	0	0	50.948	21.471	3.082	0
K17883|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	17.852	0	0	0	20.154	0	5.438	0.777	8.546	0	51.143	0	0	51.264	0	2.329	0	31.077	0	0	0	0	0	20.182	0	0	0	0	0	0	2.32	4.662	1.554	0
K17883|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	22.873	0	16.051	0	5.349	0	132.169	0	3.058	25.068	81.744	0	111.6	0	0	363.378	0	0	0	25.9	0	54.267	0	192.488	0	39.659	0	0	0	0.765	0	0	48.628	16.809	1.528	0
K17883|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17898|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17899|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17938	0	0	0	0	61.038	0	3.663	0	12.207	2.441	14.649	0	0	6.102	0	0	4.884	0	0	6.104	0	0	0	0	0	6.104	0	30.518	0	6.039	0	0	0	6.104	0	0	37.641	0	0	0
K17938|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	61.038	0	3.663	0	12.207	2.441	14.649	0	0	6.102	0	0	4.884	0	0	6.104	0	0	0	0	0	6.104	0	30.518	0	6.039	0	0	0	6.104	0	0	37.641	0	0	0
K17948	0	0	0	0	4.878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.947	0	0	0	0	0	0	0	0	0	0
K17948|unclassified	0	0	0	0	4.878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.947	0	0	0	0	0	0	0	0	0	0
K18011	0	0	6.221	0	131.615	0	4.052	0	33.876	0	6.751	0	0	13.626	23.364	0	16.034	0	0	18.679	0	0	0	0	0	0	0	12.155	0	15.681	0	0	0	74.558	0	0	79.172	0	20.956	0
K18011|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	6.221	0	9.343	0	0	0	0	0	0	0	0	0	23.364	0	0	0	0	18.679	0	0	0	0	0	0	0	0	0	6.231	0	0	0	0	0	0	4.592	0	0	0
K18011|unclassified	0	0	0	0	122.272	0	4.052	0	33.876	0	6.751	0	0	13.626	0	0	16.034	0	0	0	0	0	0	0	0	0	0	12.155	0	9.45	0	0	0	74.558	0	0	74.58	0	20.956	0
K18012	0	0	12.374	0	41.2	0	0	0	16.352	7.49	0	0	0	21.281	20.016	0	2.964	0	0	46.364	0	0	0	0	0	0	0	9.123	0	7.703	0	0	0	37.411	0	0	25.51	4.027	33.625	0
K18012|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	4.473	20.016	0	0	0	0	37.881	0	0	0	0	0	0	0	0	0	7.703	0	0	0	11.154	0	0	2.237	0	0	0
K18012|unclassified	0	0	12.374	0	41.2	0	0	0	16.352	7.49	0	0	0	16.808	0	0	2.964	0	0	8.483	0	0	0	0	0	0	0	9.123	0	0	0	0	0	26.257	0	0	23.272	4.027	33.625	0
K18013	0	0	6.913	0	74.268	0	2.647	0	17.54	0	7.179	0	0	6.559	3.229	0	14.354	0	0	4.502	0	0	0	0	0	0	0	10.286	0	3.937	0	0	0	68.53	0	0	33.992	3.948	11.891	0
K18013|unclassified	0	0	6.913	0	74.268	0	2.647	0	17.54	0	7.179	0	0	6.559	3.229	0	14.354	0	0	4.502	0	0	0	0	0	0	0	10.286	0	3.937	0	0	0	68.53	0	0	33.992	3.948	11.891	0
K18014	0	0	7.632	0	147.472	0	0	0	34.254	14.514	11.914	0	0	14.916	29.071	0	14.846	0	0	55.375	0	9.609	0	0	0	0	0	22.694	0	34.574	0	4.161	0	103.551	0	0	116.683	6.28	48.909	0
K18014|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.799	0	0	0	0	37.5	0	0	0	0	0	0	0	0	0	32.386	0	0	0	0	0	0	3.067	0	0	0
K18014|unclassified	0	0	7.632	0	147.472	0	0	0	34.254	14.514	11.914	0	0	14.916	8.272	0	14.846	0	0	17.875	0	9.609	0	0	0	0	0	22.694	0	2.188	0	4.161	0	103.551	0	0	113.615	6.28	48.909	0
K18118	6.577	0	29.982	0	533.139	0	106.877	0	361.696	40.232	211.852	0	32.385	79.651	33.546	0	211.721	0	0	333.874	0	51.226	0	9.576	0	57.438	0	1061.752	0	90.793	0	33.805	0	139.469	0	0	1171.279	8.794	126.825	0
K18118|g__Veillonella.s__Veillonella_atypica	2.217	0	18.403	0	279.138	0	31.775	0	257.764	29.364	94.331	0	29.474	47.005	11.779	0	88.565	0	0	222.672	0	30.239	0	1.478	0	44.271	0	487.1	0	41.287	0	23.624	0	64.778	0	0	750.411	6.582	101.48	0
K18118|g__Veillonella.s__Veillonella_dispar	3.623	0	10.842	0	120.742	0	44.924	0	77.432	6.445	91.823	0	2.174	22.39	19.562	0	115.1	0	0	83.237	0	20.25	0	0.725	0	2.846	0	477.63	0	33.283	0	7.97	0	46.825	0	0	278.012	0	14.406	0
K18118|g__Veillonella.s__Veillonella_parvula	0.737	0	0.737	0	133.259	0	30.178	0	26.5	4.423	25.699	0	0.737	10.256	2.205	0	8.055	0	0	27.964	0	0.737	0	7.373	0	10.321	0	97.022	0	16.223	0	2.211	0	27.866	0	0	125.224	2.212	10.938	0
K18118|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.632	0	0	0
K18119	0	0	12.819	0	1.658	0	0	0	0	0	0	0	0	0	33.028	0	1.658	0	0	50.378	0	0	0	0	0	0	0	0	0	10.776	0	0	0	1.642	0	0	0	0	0	0
K18119|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	3.317	0	1.658	0	0	0	0	0	0	0	0	0	33.028	0	1.658	0	0	39.67	0	0	0	0	0	0	0	0	0	10.776	0	0	0	1.642	0	0	0	0	0	0
K18119|unclassified	0	0	9.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18120	0	0	6.211	0	13.458	0	0	0	11.014	0	0	0	0	0	28.981	0	0	0	0	59.961	0	0	0	0	0	0	0	0	0	9.318	0	0	0	0	0	0	0	2.07	0	0
K18120|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	6.211	0	13.458	0	0	0	0	0	0	0	0	0	28.981	0	0	0	0	38.295	0	0	0	0	0	0	0	0	0	9.318	0	0	0	0	0	0	0	2.07	0	0
K18120|unclassified	0	0	0	0	0	0	0	0	11.014	0	0	0	0	0	0	0	0	0	0	21.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18122	0	0	10.47	0	54.41	0	0	0	0	0	0	0	0	0	60.163	0	0	0	0	106.768	0	1.745	0	0	0	0	0	0	0	28.578	0	0	0	9.539	0	0	22.807	0	4.797	0
K18122|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	10.47	0	8.725	0	0	0	0	0	0	0	0	0	60.163	0	0	0	0	81.11	0	1.745	0	0	0	0	0	0	0	23.41	0	0	0	9.539	0	0	0	0	0	0
K18122|unclassified	0	0	0	0	45.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.657	0	0	0	0	0	0	0	0	0	5.169	0	0	0	0	0	0	22.807	0	4.797	0
K18136	0	0	0	0	0	0	4.662	0	2.331	2.331	51.266	0	2.331	0	2.331	0	86.209	0	0	2.331	0	0	0	0	0	0	0	6.988	0	37.296	0	0	0	25.148	0	0	31.072	0	0	0
K18136|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	4.662	0	2.331	2.331	51.266	0	2.331	0	2.331	0	86.209	0	0	2.331	0	0	0	0	0	0	0	6.988	0	37.296	0	0	0	0	0	0	25.217	0	0	0
K18136|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.148	0	0	5.856	0	0	0
K18138	0	0	0	0	11.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.612	0	0	0	10.68	0	0	0	0	0	0
K18138|unclassified	0	0	0	0	11.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.612	0	0	0	10.68	0	0	0	0	0	0
K18139	0	0	0	0	19.403	0	4.054	0	21.843	12.146	11.354	0	0	0	1.622	0	3.244	0	0	0.811	0	0	0	0	0	2.433	0	26.758	0	3.982	0	0	0	1.621	0	0	29.824	1.621	0	0
K18139|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	19.403	0	4.054	0	21.843	12.146	11.354	0	0	0	1.622	0	3.244	0	0	0.811	0	0	0	0	0	2.433	0	26.758	0	3.982	0	0	0	1.621	0	0	29.824	1.621	0	0
K18205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.828	0
K18205|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.828	0
K18216	0.635	0	17.706	0	15.867	0	24.084	0	35.547	21.518	133.683	0	7.619	36.627	18.334	0	286.707	0	0	126.139	0	2.539	0	50.126	0	44.336	0	324.448	0	36.759	0	10.761	0	26.631	0	0	153.534	2.539	20.855	0
K18216|g__Streptococcus.s__Streptococcus_parasanguinis	0.635	0	17.706	0	15.867	0	24.084	0	35.547	21.518	133.683	0	7.619	36.627	18.334	0	286.707	0	0	126.139	0	2.539	0	50.126	0	44.336	0	324.448	0	36.759	0	10.761	0	26.631	0	0	153.534	2.539	20.855	0
K18217	5.606	0	5.65	0	22.591	0	54.013	0	52.141	21.299	124.761	0	3.738	36.869	22.368	0	299.323	0	0	186.987	0	5.642	0	76.462	0	47.371	0	360.106	0	36.967	0	10.018	0	24.357	0	0	142.872	2.488	4.91	0
K18217|g__Streptococcus.s__Streptococcus_parasanguinis	5.606	0	5.65	0	22.591	0	54.013	0	52.141	21.299	124.761	0	3.738	36.869	22.368	0	299.323	0	0	186.987	0	5.642	0	76.462	0	47.371	0	360.106	0	36.967	0	10.018	0	24.357	0	0	142.872	2.488	4.91	0
K18220	8.019	0	19.673	0	1101.142	0	659.925	0	222.172	31.81	419.284	0	24.444	161.817	72.244	0	758.817	0	0	539.82	0	106.573	0	52.895	0	2.26	0	418.411	0	250.919	0	56.775	0	639.036	0	0	776.671	28.726	20.249	0
K18220|g__Actinomyces.s__Actinomyces_sp_ICM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.794	0	57.056	0	0	0	0	0	0	58.541	0	0	0
K18220|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	10.134	0	739.237	0	0	0	0	0	0	0	0	52.599	42.73	0	66.387	0	0	84.977	0	52.318	0	0	0	0	0	0	0	61.278	0	0	0	104.411	0	0	533.061	23.646	0	0
K18220|g__Stomatobaculum.s__Stomatobaculum_longum	0	0	0	0	51.744	0	151.157	0	16.913	7.877	84.133	0	2.26	12.965	10.168	0	13.557	0	0	78.378	0	12.427	0	0	0	0	0	111.698	0	60.4	0	3.922	0	12.399	0	0	45.053	0.565	2.825	0
K18220|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	10.147	0	33.892	0	3.954	1.695	0	0	0	15.135	0.565	0	40.091	0	0	36.082	0	5.079	0	0	0	0	0	12.993	0	7.311	0	0	0	0	0	0	8.46	0	1.694	0
K18220|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	41.97	0	0	0	0	0	0	17.288	0.56	0	45.858	0	0	24.037	0	0	0	0	0	0	0	14.004	0	8.873	0	0	0	0	0	0	11.745	0	0	0
K18220|g__Streptococcus.s__Streptococcus_infantis	0	0	1.695	0	7.909	0	28.222	0	3.954	1.675	24.806	0	1.13	16.877	1.695	0	41.134	0	0	20.338	0	1.695	0	1.127	0	0	0	10.169	0	9.038	0	0	0	134.012	0	0	10.138	0	0	0
K18220|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.681	0	7.844	0	57.756	0	211.397	0	51.676	8.387	196.336	0	3.923	27.897	13.724	0	330.874	0	0	156.864	0	14.175	0	36.703	0	0	0	47.152	0	22.021	0	20.312	0	388.214	0	0	63.594	2.274	15.165	0
K18220|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.814	0	0	25.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18220|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	5.041	2.241	0	0	0	0	1.681	0	38.043	0	0	23.469	0	0	0	0	0	0	0	12.86	0	0	0	0	0	0	0	0	0	0	0	0
K18220|g__Streptococcus.s__Streptococcus_salivarius	1.13	0	0	0	3.389	0	40.598	0	5.084	1.13	39.956	0	0.565	6.765	0	0	59.114	0	0	42.883	0	3.39	0	4.519	0	2.26	0	5.649	0	11.299	0	6.733	0	0	0	0	4.519	0	0.565	0
K18220|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	37.464	0	0	0	41.408	0	2.241	12.292	1.12	0	50.944	0	0	34.7	0	0	0	7.843	0	0	0	15.112	0	7.282	0	0	0	0	0	0	5.597	2.241	0	0
K18220|unclassified	5.208	0	0	0	230.961	0	115.225	0	135.55	8.805	32.645	0	14.325	0	0	0	0	0	0	12.711	0	17.488	0	2.704	0	0	0	71.98	0	6.36	0	25.809	0	0	0	0	35.961	0	0	0
K18221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.737	0	4.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18221|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.737	0	4.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18231	1.522	0	8.368	0	71.325	0	134.404	0	26.558	12.09	324.303	0	30.357	92.614	54.669	0	763.519	0	0	438.523	0	11.413	0	81.901	0	67.555	0	422.488	0	44.105	0	37.876	0	205.065	0	0	153.555	7.554	53.719	0
K18231|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	3.044	0	43.963	0	46.251	0	17.453	7.557	103.361	0	9.831	35.735	12.116	0	236.996	0	0	143.723	0	3.044	0	28.094	0	0	0	137.524	0	11.414	0	21.972	0	95.472	0	0	49.064	1.522	30.225	0
K18231|g__Streptococcus.s__Streptococcus_parasanguinis	1.522	0	5.325	0	27.362	0	43.277	0	9.105	4.533	119.206	0	13.677	30.336	15.922	0	255.37	0	0	159.565	0	8.369	0	22.772	0	67.555	0	144.32	0	12.907	0	15.904	0	109.593	0	0	56.819	2.283	23.494	0
K18231|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	44.876	0	0	0	101.735	0	6.849	26.543	26.632	0	271.153	0	0	135.235	0	0	0	31.035	0	0	0	140.644	0	19.784	0	0	0	0	0	0	47.672	3.749	0	0
K18234	0	0	0	0	88.443	0	1.355	0	5.048	6.074	83.725	0	4.392	18.166	34.352	0	20.935	0	0	106.919	0	0	0	0	0	0	0	189.737	0	6.731	0	0	0	23.48	0	0	103.986	11.497	0	0
K18234|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	18.239	0	0	0	5.048	3.364	40.37	0	1.684	0	3.367	0	10.095	0	0	15.149	0	0	0	0	0	0	0	119.291	0	6.731	0	0	0	23.48	0	0	72.997	3.367	0	0
K18234|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	70.204	0	1.355	0	0	2.71	43.355	0	2.708	5.262	30.985	0	10.84	0	0	91.77	0	0	0	0	0	0	0	70.446	0	0	0	0	0	0	0	0	30.99	8.13	0	0
K18234|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	12.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18284	0	0	0	0	41.178	0	0	0	14.974	0	11.232	0	0	0	0	0	14.783	0	0	1.873	0	0	0	0	0	1.873	0	13.102	0	9.36	0	0	0	0	0	0	30.784	1.873	0	0
K18284|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	41.178	0	0	0	14.974	0	11.232	0	0	0	0	0	14.783	0	0	1.873	0	0	0	0	0	1.873	0	13.102	0	9.36	0	0	0	0	0	0	30.784	1.873	0	0
K18285	0	0	0	0	31.77	0	0	0	14.216	1.096	10.965	0	0	2.192	0	0	0	0	0	3.289	0	0	0	0	0	0	0	16.427	0	8.771	0	0	0	11.885	0	0	27.028	0	0	0
K18285|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	31.77	0	0	0	14.216	1.096	10.965	0	0	2.192	0	0	0	0	0	3.289	0	0	0	0	0	0	0	16.427	0	8.771	0	0	0	11.885	0	0	17.356	0	0	0
K18285|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.672	0	0	0
K18320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.411	0	0	0	0	0	0	0	0	0	5.244	0	0	0	0	0	0	0	0	0	0
K18320|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.411	0	0	0	0	0	0	0	0	0	5.244	0	0	0	0	0	0	0	0	0	0
K18333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.873	0	0	0	0	0	0	0	0	0	0	0	0	5.153	0
K18333|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.873	0	0	0	0	0	0	0	0	0	0	0	0	5.153	0
K18334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.309	0	0	0	0	0	8.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18334|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.309	0	0	0	0	0	8.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18346	0	0	1.852	0	3.704	0	0	0	0	0	0	0	0	0	33.306	0	0	0	0	40.138	0	0	0	0	0	0	0	0	0	12.953	0	0	0	0	0	0	0	0	0	0
K18346|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	1.852	0	3.704	0	0	0	0	0	0	0	0	0	33.306	0	0	0	0	40.138	0	0	0	0	0	0	0	0	0	12.953	0	0	0	0	0	0	0	0	0	0
K18369	3.308	0	13.869	0	116.854	0	153.805	0	145.495	46.202	354.906	0	20.924	171.037	114.253	0	2081.171	0	0	631.724	0	56.199	0	95.833	0	145.47	0	679.135	0	141.559	0	14.366	0	325.243	0	0	247.323	23.026	54.754	0
